cte_true,mc_mean,mc_std
0.17687,-2.89972,0.93881
-0.17173,-3.08132,0.89824
-0.36021,-3.54855,0.83591
-0.54275,-4.16514,1.08566
-0.71696,-4.45242,0.79010
-0.88095,-4.56945,0.74923
-1.04761,-4.47933,0.60939
-1.09580,-4.74769,0.80908
-1.11882,-5.38113,0.85019
-1.11727,-5.76311,1.20367
-1.09902,-5.24919,1.46501
-0.98872,-5.05210,1.12004
-0.85900,-4.27425,0.94613
-0.71267,-4.29395,0.97177
-0.56970,-3.45069,1.08024
-0.36201,-1.53424,1.36113
-0.15054,-0.67889,1.46075
0.05467,1.04164,1.29790
0.21517,-0.59190,1.82576
0.42810,-1.07384,1.10491
0.61901,-0.91798,1.28936
0.78506,0.63191,1.00699
0.91857,1.42708,1.03528
1.00003,1.14267,0.83676
1.09645,1.53219,0.85482
1.16288,0.92359,1.11321
1.19904,0.45860,1.54401
1.18201,1.78319,0.87382
1.17748,1.81298,0.91623
1.14277,0.96645,1.24819
1.07815,-1.89727,1.24643
0.98403,-2.41392,0.66412
0.85211,-2.93353,0.58084
0.71429,-2.79368,0.69822
0.54959,-2.51183,0.43408
0.36167,-2.29713,0.70700
0.15756,-2.21188,0.45949
-0.06325,-2.07931,0.70745
-0.27774,-2.65336,0.41746
-0.49171,-3.25943,0.63324
-0.69970,-3.23826,0.59326
-0.90495,-3.77028,0.52410
-1.08128,-3.92289,0.60624
-1.23486,-4.39202,0.74541
-1.35947,-4.42182,0.78664
-1.45272,-4.98288,0.83662
-1.51395,-4.24479,0.70579
-1.54240,-4.33610,0.89571
-1.54078,-4.19353,0.70291
-1.50919,-4.53028,0.93598
-1.44786,-4.11845,0.57215
-1.35718,-3.72924,0.82974
-1.23771,-4.55386,1.19442
-1.09180,-3.88596,0.83301
-0.92440,-3.88788,0.80005
-0.73857,-3.45711,0.82840
-0.54654,-3.53609,1.09245
-0.34892,-1.90434,1.40016
-0.14910,-0.38187,1.17954
0.04760,0.28433,1.36193
0.23712,-0.03131,1.30500
0.39951,0.46622,1.27215
0.54058,1.25905,1.15773
0.65824,2.49804,0.46955
0.75600,2.17743,0.74119
0.80051,1.57781,1.54058
0.81249,0.26054,1.24514
0.79426,-1.47333,0.63147
0.76309,-1.45621,0.38874
0.66968,-1.79919,0.43324
0.54867,-1.72135,0.34161
0.40336,-2.03883,0.40853
0.23967,-2.10294,0.50458
0.07618,-2.03490,0.55828
-0.13176,-2.04049,0.75194
-0.34689,-2.65797,0.48250
-0.56162,-2.91035,0.47841
-0.76797,-3.36558,0.48584
-0.94197,-3.58064,0.62362
-1.14080,-3.44646,0.52359
-1.31574,-3.54929,0.55960
-1.45827,-3.89325,0.63052
-1.56822,-3.81267,0.43724
-1.63291,-3.92961,0.55023
-1.72078,-3.65133,0.63040
-1.77898,-3.94232,0.53667
-1.80729,-4.18246,0.67047
-1.74739,-4.03680,0.53719
-1.76629,-3.94106,0.75539
-1.75535,-4.14270,0.78036
-1.71472,-4.31394,0.74693
-1.64467,-3.65646,0.76128
-1.43746,-3.51214,0.58897
-1.40001,-3.37421,0.45737
-1.33326,-2.77496,0.81876
-1.23780,-2.57022,0.87072
-1.11723,-3.27707,0.98330
-0.97612,-3.47470,0.94176
-0.81849,-3.05808,0.84023
-0.64611,-3.39026,0.66373
-0.28806,-3.75672,0.76104
-0.15770,-4.23148,0.86723
-0.03336,-3.71166,0.86610
0.08382,-3.73302,0.85054
0.18788,-3.19298,0.86275
0.27619,-2.80417,1.30759
0.34806,-3.30080,0.91813
0.42078,-2.89865,0.72193
0.43168,-3.38963,0.80222
0.41930,-2.95752,0.62225
0.38518,-3.59559,0.72956
0.33055,-2.58049,0.51545
0.26240,-2.33305,0.47179
0.15523,-2.39711,0.58287
0.03366,-1.86792,1.22488
-0.09824,-2.39127,0.34468
-0.22409,-2.02249,0.60122
-0.37705,-2.41325,0.53493
-0.52958,-2.46675,0.51780
-0.67639,-3.01024,0.56003
-0.79153,-3.30227,0.53942
-0.92468,-3.64317,0.60752
-1.04061,-3.66477,0.58148
-1.13419,-3.78540,0.64026
-1.20000,-3.65611,0.55649
-1.22937,-4.11605,0.62707
-1.25388,-3.54676,0.85755
-1.24950,-3.63221,0.68412
-1.21623,-3.30195,0.58905
-1.14281,-3.29967,0.64056
-1.07155,-2.58800,1.19257
-0.97841,-3.86094,0.87020
-0.86588,-3.78038,1.42327
-0.73632,-2.83341,0.89374
-0.58934,-3.47143,0.58067
-0.45396,-3.47301,0.84241
-0.31474,-3.45088,0.75993
-0.17521,-3.51202,0.89876
-0.02784,-3.58227,1.18943
0.08596,-3.40853,0.99958
0.18682,-3.51086,0.99727
0.27272,-3.37751,0.88960
0.35546,-3.60544,0.67287
0.38566,-3.51596,0.79586
0.39310,-3.37799,0.68652
0.37855,-3.22364,0.57646
0.36067,-2.98336,0.61199
0.28581,-2.74713,0.71048
0.19233,-2.42887,0.50427
0.08316,-2.20247,0.50457
-0.03839,-1.94966,1.07822
-0.16386,-2.34953,0.34237
-0.31688,-1.78885,0.79347
-0.47075,-2.41760,0.45794
-0.62059,-3.19908,0.59069
-0.74817,-3.66855,0.62996
-0.89548,-3.80833,0.46671
-1.02518,-3.62825,0.52481
-1.13209,-3.74967,0.62691
-1.18663,-3.74946,0.55886
-1.26123,-3.89939,0.61611
-1.30631,-3.28221,0.55082
-1.31932,-3.72465,0.77290
-1.29975,-3.05388,0.50303
-1.24085,-3.04265,0.67813
-1.18668,-3.37645,0.60491
-1.10581,-2.85182,0.47164
-1.00096,-2.96851,0.71896
-0.85273,-3.72407,0.91309
-0.73973,-3.56090,1.01314
-0.61272,-3.60124,0.83211
-0.47668,-3.74579,0.81733
-0.29588,-3.62449,0.50295
-0.18710,-3.30668,1.04625
-0.08117,-3.93212,0.71497
0.01742,-3.57082,0.64995
0.10538,-2.76479,0.53964
0.19434,-2.16349,0.51297
0.21272,-2.68198,0.64590
0.21295,-2.51191,0.42084
0.19594,-2.51584,0.44631
0.17900,-2.28113,0.49001
0.08085,-2.09011,0.45706
-0.03187,-2.10223,0.36579
-0.15346,-2.08532,0.58109
-0.25631,-2.29193,0.48275
-0.43028,-2.72820,0.37669
-0.60134,-2.82732,0.44208
-0.76273,-3.19110,0.42731
-0.87591,-3.14513,0.39562
-1.04235,-3.57768,0.56296
-1.18538,-3.60338,0.68036
-1.29863,-3.93759,0.53012
-1.38045,-3.95237,0.63511
-1.41523,-4.28018,0.68989
-1.45815,-4.28875,0.82797
-1.46793,-4.43825,0.57989
-1.44489,-4.23441,0.70568
-1.36880,-3.74241,0.92573
-1.30857,-3.57731,0.78715
-1.21717,-3.32380,1.06682
-1.09682,-3.64113,1.42897
-0.92375,-2.49220,1.87255
-0.78275,-3.27584,0.50471
-0.62907,-3.50382,0.85235
-0.46395,-3.42308,0.66837
-0.29146,-3.33077,0.80926
-0.10456,-4.54214,0.90001
0.04010,-3.48806,1.19135
0.17546,-3.15948,1.13557
0.29776,-2.13373,1.92634
0.41953,-2.26175,1.46046
0.47635,-3.04386,0.94856
0.50760,-3.30534,0.95977
0.51294,-2.69086,0.69649
0.51078,-2.97659,0.70209
0.44373,-2.94793,0.49427
