time_s,steer,throttle,cte,speed,hit
0.081,0.000,0.000,1.9383,0.0000,none
0.119,0.000,0.000,1.9383,0.0000,none
0.168,0.000,0.000,1.9383,0.0000,none
0.218,0.000,0.000,1.9383,0.0000,none
0.269,0.000,0.000,1.9383,0.0000,none
0.318,0.000,0.000,1.9383,0.0000,none
0.370,0.000,0.000,1.9383,0.0000,none
0.418,0.000,0.000,1.9383,0.0000,none
0.470,0.000,0.000,1.9383,0.0000,none
0.519,0.000,0.000,1.9383,0.0000,none
0.570,0.000,0.000,1.9383,0.0000,none
0.621,0.000,0.000,1.9383,0.0000,none
0.671,0.000,0.000,1.9383,0.0000,none
0.721,0.000,0.000,1.9383,0.0000,none
0.770,0.000,0.000,1.9383,0.0000,none
0.819,0.000,0.000,1.9383,0.0000,none
0.871,0.000,0.000,1.9383,0.0000,none
0.919,0.000,0.000,1.9383,0.0000,none
0.970,0.000,0.000,1.9383,0.0000,none
1.018,0.000,0.000,1.9383,0.0000,none
1.070,0.000,0.000,1.9383,0.0000,none
1.119,0.000,0.000,1.9383,0.0000,none
1.170,0.000,0.000,1.9383,0.0000,none
1.219,0.000,0.000,1.9383,0.0000,none
1.271,0.000,0.000,1.9383,0.0000,none
1.319,0.000,0.000,1.9383,0.0000,none
1.371,0.000,0.000,1.9383,0.0000,none
1.420,0.000,0.000,1.9383,0.0000,none
1.470,0.000,0.000,1.9383,0.0000,none
1.519,0.000,0.000,1.9383,0.0000,none
1.570,0.000,0.000,1.9383,0.0000,none
1.622,0.000,0.000,1.9383,0.0000,none
1.671,0.000,0.000,1.9383,0.0000,none
1.721,0.000,0.000,1.9383,0.0000,none
1.771,0.000,0.000,1.9383,0.0000,none
1.820,0.000,0.000,1.9383,0.0000,none
1.873,0.000,0.000,1.9383,0.0000,none
1.924,0.000,0.000,1.9383,0.0000,none
1.973,0.000,0.000,1.9383,0.0000,none
2.022,0.000,0.000,1.9383,0.0000,none
2.073,0.000,0.000,1.9383,0.0000,none
2.123,0.000,0.000,1.9383,0.0000,none
2.172,0.000,0.000,1.9383,0.0000,none
2.224,0.000,0.000,1.9383,0.0000,none
2.275,0.000,0.000,1.9383,0.0000,none
2.325,0.000,0.000,1.9383,0.0000,none
2.374,0.000,0.000,1.9383,0.0000,none
2.425,0.000,0.000,1.9383,0.0000,none
2.477,0.000,0.000,1.9383,0.0000,none
2.526,0.000,0.000,1.9383,0.0000,none
2.577,0.000,0.000,1.9383,0.0000,none
2.626,0.000,0.000,1.9383,0.0000,none
2.676,0.000,0.000,1.9383,0.0000,none
2.726,0.000,0.000,1.9383,0.0000,none
2.776,0.000,0.000,1.9383,0.0000,none
2.827,0.000,0.000,1.9383,0.0000,none
2.876,0.000,0.000,1.9383,0.0000,none
2.926,0.000,0.000,1.9383,0.0000,none
2.977,0.000,0.050,1.9384,0.0048,none
3.027,0.000,0.050,1.9386,0.0106,none
3.076,0.000,0.050,1.9387,0.0179,none
3.127,0.000,0.050,1.9388,0.0259,none
3.177,0.000,0.050,1.9389,0.0290,none
3.226,0.000,0.050,1.9392,0.0345,none
3.278,0.000,0.050,1.9395,0.0442,none
3.328,0.000,0.050,1.9395,0.0514,none
3.377,0.000,0.050,1.9394,0.0531,none
3.429,0.000,0.050,1.9393,0.0632,none
3.479,0.000,0.100,1.9392,0.0680,none
3.529,0.000,0.100,1.9390,0.0808,none
3.578,0.000,0.100,1.9385,0.0932,none
3.629,0.000,0.100,1.9382,0.1051,none
3.678,0.000,0.100,1.9378,0.1175,none
3.729,0.000,0.100,1.9421,0.1289,none
3.779,0.000,0.100,1.9413,0.1405,none
3.829,0.000,0.100,1.9404,0.1520,none
3.879,0.000,0.150,1.9395,0.1656,none
3.927,0.000,0.150,1.9384,0.1833,none
3.979,0.000,0.150,1.9372,0.2007,none
4.030,0.000,0.150,1.9359,0.2180,none
4.081,0.000,0.150,1.9345,0.2351,none
4.130,0.000,0.150,1.9329,0.2521,none
4.181,0.000,0.150,1.9312,0.2688,none
4.231,0.000,0.150,1.9294,0.2854,none
4.281,0.000,0.150,1.9275,0.3019,none
4.330,0.000,0.150,1.9255,0.3181,none
4.384,0.000,0.150,1.9234,0.3342,none
4.434,0.000,0.150,1.9212,0.3501,none
4.484,0.000,0.150,1.9188,0.3659,none
4.533,0.000,0.150,1.9164,0.3815,none
4.583,0.000,0.150,1.9138,0.3969,none
4.634,0.000,0.150,1.9171,0.4122,none
4.683,0.000,0.150,1.9128,0.4274,none
4.734,0.000,0.150,1.9084,0.4423,none
4.786,0.000,0.150,1.9039,0.4572,none
4.818,0.000,0.150,1.8992,0.4718,none
4.869,0.000,0.150,1.8943,0.4864,none
4.919,0.000,0.150,1.8893,0.5007,none
4.971,0.000,0.150,1.8842,0.5150,none
5.020,0.000,0.150,1.8789,0.5291,none
5.071,0.000,0.150,1.8735,0.5430,none
5.121,0.000,0.150,1.8696,0.5568,none
5.170,0.000,0.150,1.8632,0.5705,none
5.220,0.000,0.150,1.8566,0.5840,none
5.269,0.000,0.150,1.8499,0.5974,none
5.320,0.000,0.150,1.8431,0.6106,none
5.369,0.000,0.150,1.8361,0.6237,none
5.421,0.000,0.150,1.8290,0.6365,none
5.472,0.000,0.150,1.8264,0.6497,none
5.522,0.000,0.150,1.8167,0.6624,none
5.570,0.000,0.150,1.8069,0.6749,none
5.621,0.000,0.150,1.7970,0.6874,none
5.673,0.000,0.150,1.7868,0.6997,none
5.724,0.000,0.150,1.7765,0.7119,none
5.773,0.000,0.150,1.7660,0.7240,none
5.823,0.000,0.150,1.7579,0.7359,none
5.874,0.000,0.150,1.7455,0.7477,none
5.924,0.000,0.150,1.7329,0.7594,none
5.975,0.000,0.150,1.7202,0.7710,none
6.023,0.000,0.150,1.7072,0.7825,none
6.074,0.000,0.150,1.6941,0.7938,none
6.123,0.000,0.150,1.6827,0.8051,none
6.174,0.000,0.150,1.6678,0.8162,none
6.222,0.000,0.150,1.6526,0.8272,none
6.274,0.000,0.150,1.6373,0.8381,none
6.325,0.000,0.150,1.6218,0.8489,none
6.376,0.000,0.150,1.6108,0.8596,none
6.425,0.000,0.150,1.5920,0.8701,none
6.474,0.000,0.150,1.5729,0.8806,none
6.525,0.000,0.150,1.5536,0.8910,none
6.575,0.000,0.150,1.5342,0.9012,none
6.626,0.000,0.150,1.5145,0.9113,none
6.675,0.000,0.150,1.4953,0.9214,none
6.725,0.000,0.150,1.4740,0.9313,none
6.777,0.000,0.150,1.4524,0.9412,none
6.826,0.000,0.150,1.4307,0.9509,none
6.875,0.000,0.150,1.4127,0.9605,none
6.924,0.000,0.150,1.3874,0.9701,none
6.976,0.000,0.150,1.3620,0.9795,none
7.024,0.000,0.150,1.3363,0.9889,none
7.076,0.000,0.150,1.3103,0.9981,none
7.124,0.000,0.150,1.2860,1.0073,none
7.175,0.000,0.150,1.2573,1.0163,none
7.224,0.000,0.150,1.2284,1.0253,none
7.275,0.000,0.150,1.1992,1.0342,none
7.326,0.000,0.150,1.1698,1.0430,none
7.376,0.000,0.150,1.1405,1.0517,none
7.426,0.000,0.150,1.1088,1.0603,none
7.479,0.000,0.150,1.0768,1.0688,none
7.528,0.000,0.150,1.0446,1.0773,none
7.578,0.000,0.150,1.0136,1.0856,none
7.628,0.000,0.150,0.9769,1.0939,none
7.676,0.000,0.150,0.9399,1.1021,none
7.727,0.000,0.150,0.9026,1.1101,none
7.780,0.000,0.150,0.8663,1.1182,none
7.829,0.000,0.150,0.8260,1.1261,none
7.879,0.000,0.150,0.7853,1.1339,none
7.931,0.000,0.150,0.7444,1.1417,none
7.980,0.000,0.150,0.7045,1.1494,none
8.030,0.000,0.150,0.6602,1.1570,none
8.082,0.000,0.150,0.6157,1.1646,none
8.130,0.000,0.150,0.5709,1.1720,none
8.181,0.000,0.150,0.5270,1.1794,none
8.230,0.000,0.150,0.4779,1.1867,none
8.282,0.000,0.150,0.4285,1.1939,none
8.331,0.000,0.150,0.3788,1.2011,none
8.381,0.000,0.150,0.3292,1.2082,none
8.431,0.000,0.150,0.2749,1.2152,none
8.481,0.000,0.150,0.2204,1.2221,none
8.532,0.000,0.150,0.1689,1.2290,none
8.581,0.000,0.150,0.1095,1.2358,none
8.632,0.000,0.150,0.0499,1.2425,none
8.683,0.000,0.150,-0.0100,1.2492,none
8.734,0.000,0.150,-0.0714,1.2557,none
8.784,0.000,0.150,-0.1292,1.2623,none
8.833,0.000,0.150,-0.1872,1.2687,none
8.885,0.000,0.150,-0.2455,1.2751,none
8.935,0.000,0.150,-0.3041,1.2814,none
8.983,0.000,0.150,-0.3453,1.2877,none
9.033,0.000,0.150,-0.3868,1.2939,none
9.083,0.000,0.150,-0.4352,1.3000,none
9.134,0.000,0.150,-0.4629,1.3061,none
9.185,0.000,0.150,-0.4907,1.3121,none
9.234,0.000,0.150,-0.5186,1.3180,none
9.286,0.000,0.150,-0.5458,1.3239,none
9.334,0.000,0.150,-0.5653,1.3297,none
9.385,0.000,0.150,-0.5848,1.3355,none
9.434,0.000,0.150,-0.6061,1.3412,none
9.486,0.000,0.150,-0.6193,1.3468,none
9.536,0.000,0.150,-0.6326,1.3524,none
9.571,0.000,0.150,-0.6463,1.3579,none
9.620,0.000,0.150,-0.6588,1.3634,none
9.670,0.000,0.150,-0.6713,1.3688,none
9.720,0.000,0.150,-0.6838,1.3741,none
9.770,0.000,0.150,-0.6964,1.3794,none
9.822,0.000,0.150,-0.7089,1.3847,none
9.869,0.000,0.150,-0.7215,1.3899,none
9.920,0.000,0.150,-0.7341,1.3950,none
9.971,0.000,0.150,-0.7467,1.4001,none
10.019,0.000,0.150,-0.7594,1.4051,none
10.070,0.000,0.150,-0.7720,1.4101,none
10.121,0.000,0.150,-0.7847,1.4150,none
10.169,0.000,0.150,-0.7975,1.4199,none
10.223,0.000,0.150,-0.8055,1.4247,none
10.271,0.000,0.150,-0.8268,1.4295,none
10.321,0.000,0.150,-0.8482,1.4342,none
10.371,0.000,0.150,-0.8696,1.4389,none
10.421,0.000,0.150,-0.8930,1.4436,none
10.473,0.000,0.150,-0.9217,1.4481,none
10.521,0.000,0.150,-0.9505,1.4527,none
10.573,0.000,0.150,-0.9807,1.4572,none
10.620,0.000,0.150,-1.0200,1.4616,none
10.673,0.000,0.150,-1.0593,1.4660,none
10.722,0.000,0.150,-1.0988,1.4703,none
10.771,0.000,0.150,-1.1510,1.4746,none
10.820,0.000,0.150,-1.2034,1.4789,none
10.873,0.000,0.150,-1.2542,1.4831,none
10.922,0.000,0.150,-1.3226,1.4873,none
10.971,0.000,0.150,-1.3911,1.4914,none
11.023,0.000,0.150,-1.4553,1.4955,none
11.073,0.000,0.150,-1.5440,1.4995,none
11.123,0.000,0.150,-1.6329,1.5035,none
11.173,0.000,0.150,-1.7127,1.5075,none
11.224,0.000,0.150,-1.8275,1.5114,none
11.275,0.000,0.150,-1.9425,1.5153,none
11.323,0.000,0.150,-2.0409,1.5191,none
11.376,0.000,0.150,-2.1869,1.5229,none
11.425,0.000,0.150,-2.3333,1.5267,none
11.475,0.000,0.150,-2.4800,1.5304,none
11.527,0.000,0.150,-2.6335,1.5340,none
11.574,0.000,0.150,-2.8211,1.5377,none
11.625,0.000,0.150,-3.0092,1.5413,none
11.676,0.000,0.150,-3.1824,1.5448,none
11.725,0.000,0.150,-3.4211,1.5484,none
11.776,0.000,0.150,-3.6603,1.5519,none
11.826,0.000,0.150,-3.9000,1.5553,none
11.877,0.000,0.150,-4.1338,1.5587,none
11.926,0.000,0.150,-4.2287,1.2702,RepeatObjectAlong
11.978,0.000,0.150,-4.3326,1.2145,RepeatObjectAlong
12.026,0.000,0.150,-4.4142,1.1495,RepeatObjectAlong
12.075,0.000,0.150,-4.4107,1.1130,RepeatObjectAlong
12.126,0.000,0.150,-4.2955,0.4419,RepeatObjectAlong
12.178,0.000,0.150,-4.2592,0.3209,RepeatObjectAlong
12.227,0.000,0.150,-4.2483,0.1809,RepeatObjectAlong
12.278,0.000,0.150,-4.2466,0.0445,RepeatObjectAlong
12.326,0.000,0.150,-4.2463,0.0134,RepeatObjectAlong
12.377,0.000,0.150,-4.2458,0.0046,RepeatObjectAlong
12.428,0.000,0.150,-4.2458,0.0013,RepeatObjectAlong
12.479,0.000,0.150,-4.2458,0.0040,RepeatObjectAlong
12.527,0.000,0.150,-4.2458,0.0040,RepeatObjectAlong
12.577,0.000,0.150,-4.2457,0.0027,RepeatObjectAlong
12.630,0.000,0.150,-4.2457,0.0062,RepeatObjectAlong
12.679,0.000,0.150,-4.2456,0.0031,RepeatObjectAlong
12.728,0.000,0.150,-4.2456,0.0029,RepeatObjectAlong
12.779,0.000,0.150,-4.2456,0.0003,RepeatObjectAlong
12.828,0.000,0.150,-4.2455,0.0026,RepeatObjectAlong
12.878,0.000,0.150,-4.2455,0.0028,RepeatObjectAlong
12.931,0.000,0.150,-4.2455,0.0070,RepeatObjectAlong
12.981,0.000,0.150,-4.2454,0.0013,RepeatObjectAlong
13.031,0.000,0.150,-4.2454,0.0012,RepeatObjectAlong
13.080,0.000,0.150,-4.2454,0.0024,RepeatObjectAlong
13.130,0.000,0.150,-4.2454,0.0029,RepeatObjectAlong
13.181,0.000,0.150,-4.2454,0.0031,RepeatObjectAlong
13.231,0.000,0.150,-4.2453,0.0041,RepeatObjectAlong
13.280,0.000,0.150,-4.2453,0.0027,RepeatObjectAlong
13.331,0.000,0.150,-4.2453,0.0039,RepeatObjectAlong
13.380,0.000,0.150,-4.2452,0.0032,RepeatObjectAlong
13.433,0.000,0.150,-4.2453,0.0056,RepeatObjectAlong
13.481,0.000,0.150,-4.2453,0.0024,RepeatObjectAlong
13.531,0.000,0.150,-4.2452,0.0022,RepeatObjectAlong
13.583,0.000,0.150,-4.2452,0.0059,RepeatObjectAlong
13.631,0.000,0.150,-4.2453,0.0085,RepeatObjectAlong
13.682,0.000,0.150,-4.2453,0.0023,RepeatObjectAlong
13.730,0.000,0.150,-4.2453,0.0037,RepeatObjectAlong
13.781,0.000,0.150,-4.2453,0.0024,RepeatObjectAlong
13.831,0.000,0.150,-4.2453,0.0072,RepeatObjectAlong
13.880,0.000,0.150,-4.2453,0.0066,RepeatObjectAlong
13.934,0.000,0.150,-4.2453,0.0039,RepeatObjectAlong
13.982,0.000,0.150,-4.2453,0.0073,RepeatObjectAlong
14.033,0.000,0.150,-4.2453,0.0039,RepeatObjectAlong
14.081,0.000,0.150,-4.2453,0.0035,RepeatObjectAlong
14.131,0.000,0.150,-4.2454,0.0017,RepeatObjectAlong
14.182,0.000,0.150,-4.2454,0.0009,RepeatObjectAlong
14.232,0.000,0.150,-4.2453,0.0020,RepeatObjectAlong
14.282,0.000,0.150,-4.2454,0.0051,RepeatObjectAlong
14.333,0.000,0.150,-4.2454,0.0019,RepeatObjectAlong
14.384,0.000,0.150,-4.2454,0.0008,RepeatObjectAlong
14.435,0.000,0.150,-4.2455,0.0041,RepeatObjectAlong
14.484,0.000,0.150,-4.2456,0.0080,RepeatObjectAlong
14.537,0.000,0.150,-4.2456,0.0065,RepeatObjectAlong
14.583,0.000,0.150,-4.2456,0.0052,RepeatObjectAlong
14.635,0.000,0.150,-4.2457,0.0053,RepeatObjectAlong
14.684,0.000,0.150,-4.2457,0.0029,RepeatObjectAlong
14.733,0.000,0.150,-4.2458,0.0041,RepeatObjectAlong
14.785,0.000,0.150,-4.2459,0.0015,RepeatObjectAlong
14.835,0.000,0.150,-4.2459,0.0044,RepeatObjectAlong
14.885,0.000,0.150,-4.2460,0.0071,RepeatObjectAlong
14.936,0.000,0.150,-4.2460,0.0047,RepeatObjectAlong
14.986,0.000,0.150,-4.2461,0.0043,RepeatObjectAlong
15.034,0.000,0.150,-4.2461,0.0011,RepeatObjectAlong
15.087,0.000,0.150,-4.2462,0.0014,RepeatObjectAlong
15.135,0.000,0.150,-4.2464,0.0045,RepeatObjectAlong
15.171,0.000,0.150,-4.2465,0.0059,RepeatObjectAlong
15.236,0.000,0.150,-4.2465,0.0028,RepeatObjectAlong
15.271,0.000,0.150,-4.2466,0.0014,RepeatObjectAlong
15.321,0.000,0.150,-4.2466,0.0030,RepeatObjectAlong
15.370,0.000,0.150,-4.2467,0.0039,RepeatObjectAlong
15.420,0.000,0.150,-4.2468,0.0025,RepeatObjectAlong
15.469,0.000,0.150,-4.2469,0.0026,RepeatObjectAlong
15.520,0.000,0.150,-4.2470,0.0055,RepeatObjectAlong
15.569,0.000,0.150,-4.2472,0.0031,RepeatObjectAlong
15.622,0.000,0.150,-4.2473,0.0020,RepeatObjectAlong
15.673,0.000,0.150,-4.2473,0.0042,RepeatObjectAlong
15.722,0.000,0.150,-4.2475,0.0031,RepeatObjectAlong
15.772,0.000,0.150,-4.2476,0.0036,RepeatObjectAlong
15.823,0.000,0.150,-4.2477,0.0075,RepeatObjectAlong
15.871,0.000,0.150,-4.2477,0.0033,RepeatObjectAlong
15.922,0.000,0.150,-4.2479,0.0075,RepeatObjectAlong
15.973,0.000,0.150,-4.2480,0.0024,RepeatObjectAlong
16.023,0.000,0.150,-4.2481,0.0035,RepeatObjectAlong
16.075,0.000,0.150,-4.2482,0.0065,RepeatObjectAlong
16.123,0.000,0.150,-4.2483,0.0023,RepeatObjectAlong
16.174,0.000,0.150,-4.2484,0.0018,RepeatObjectAlong
16.225,0.000,0.150,-4.2484,0.0013,RepeatObjectAlong
16.274,0.000,0.150,-4.2486,0.0071,RepeatObjectAlong
16.325,0.000,0.150,-4.2489,0.0051,RepeatObjectAlong
16.374,0.000,0.150,-4.2490,0.0018,RepeatObjectAlong
16.422,0.000,0.150,-4.2493,0.0094,RepeatObjectAlong
16.474,0.000,0.150,-4.2494,0.0023,RepeatObjectAlong
16.524,0.000,0.150,-4.2495,0.0014,RepeatObjectAlong
16.574,0.000,0.150,-4.2496,0.0028,RepeatObjectAlong
16.623,0.000,0.150,-4.2497,0.0015,RepeatObjectAlong
16.675,0.000,0.150,-4.2498,0.0048,RepeatObjectAlong
16.724,0.000,0.150,-4.2500,0.0054,RepeatObjectAlong
16.775,0.000,0.150,-4.2502,0.0088,RepeatObjectAlong
16.826,0.000,0.150,-4.2504,0.0025,RepeatObjectAlong
16.876,0.000,0.150,-4.2507,0.0063,RepeatObjectAlong
16.924,0.000,0.150,-4.2509,0.0049,RepeatObjectAlong
16.974,0.000,0.150,-4.2510,0.0047,RepeatObjectAlong
17.026,0.000,0.150,-4.2511,0.0017,RepeatObjectAlong
17.074,0.000,0.150,-4.2514,0.0052,RepeatObjectAlong
17.125,0.000,0.150,-4.2515,0.0022,RepeatObjectAlong
17.174,0.000,0.150,-4.2516,0.0045,RepeatObjectAlong
17.223,0.000,0.150,-4.2518,0.0037,RepeatObjectAlong
17.274,0.000,0.150,-4.2519,0.0051,RepeatObjectAlong
17.324,0.000,0.150,-4.2521,0.0017,RepeatObjectAlong
17.376,0.000,0.150,-4.2520,0.0004,RepeatObjectAlong
17.426,0.000,0.150,-4.2523,0.0031,RepeatObjectAlong
17.476,0.000,0.150,-4.2526,0.0053,RepeatObjectAlong
17.527,0.000,0.150,-4.2529,0.0047,RepeatObjectAlong
17.574,0.000,0.150,-4.2532,0.0066,RepeatObjectAlong
17.624,0.000,0.150,-4.2534,0.0052,RepeatObjectAlong
17.676,0.000,0.150,-4.2536,0.0036,RepeatObjectAlong
17.725,0.000,0.150,-4.2539,0.0058,RepeatObjectAlong
17.774,0.000,0.150,-4.2541,0.0065,RepeatObjectAlong
17.826,0.000,0.150,-4.2543,0.0033,RepeatObjectAlong
17.878,0.000,0.150,-4.2545,0.0014,RepeatObjectAlong
17.926,0.000,0.150,-4.2547,0.0041,RepeatObjectAlong
17.977,0.000,0.150,-4.2549,0.0055,RepeatObjectAlong
18.026,0.000,0.150,-4.2552,0.0057,RepeatObjectAlong
18.077,0.000,0.150,-4.2554,0.0011,RepeatObjectAlong
18.127,0.000,0.150,-4.2556,0.0037,RepeatObjectAlong
18.176,0.000,0.150,-4.2559,0.0050,RepeatObjectAlong
18.229,0.000,0.150,-4.2561,0.0034,RepeatObjectAlong
18.276,0.000,0.150,-4.2562,0.0037,RepeatObjectAlong
18.326,0.000,0.150,-4.2564,0.0024,RepeatObjectAlong
18.376,0.000,0.150,-4.2566,0.0018,RepeatObjectAlong
18.428,0.000,0.150,-4.2569,0.0045,RepeatObjectAlong
18.478,0.000,0.150,-4.2570,0.0056,RepeatObjectAlong
18.527,0.000,0.150,-4.2573,0.0034,RepeatObjectAlong
18.577,0.000,0.150,-4.2574,0.0016,RepeatObjectAlong
18.629,0.000,0.150,-4.2576,0.0005,RepeatObjectAlong
18.678,0.000,0.150,-4.2578,0.0057,RepeatObjectAlong
18.730,0.000,0.150,-4.2581,0.0013,RepeatObjectAlong
18.779,0.000,0.150,-4.2583,0.0018,RepeatObjectAlong
18.828,0.000,0.150,-4.2586,0.0028,RepeatObjectAlong
18.881,0.000,0.150,-4.2588,0.0045,RepeatObjectAlong
18.929,0.000,0.150,-4.2593,0.0085,RepeatObjectAlong
18.981,0.000,0.150,-4.2595,0.0052,RepeatObjectAlong
19.031,0.000,0.150,-4.2596,0.0044,RepeatObjectAlong
19.080,0.000,0.150,-4.2601,0.0046,RepeatObjectAlong
19.128,0.000,0.150,-4.2604,0.0064,RepeatObjectAlong
19.179,0.000,0.150,-4.2607,0.0038,RepeatObjectAlong
19.232,0.000,0.150,-4.2610,0.0052,RepeatObjectAlong
19.281,0.000,0.150,-4.2611,0.0018,RepeatObjectAlong
19.330,0.000,0.150,-4.2616,0.0079,RepeatObjectAlong
19.381,0.000,0.150,-4.2619,0.0030,RepeatObjectAlong
19.431,0.000,0.150,-4.2623,0.0084,RepeatObjectAlong
19.481,0.000,0.150,-4.2625,0.0021,RepeatObjectAlong
19.531,0.000,0.150,-4.2626,0.0013,RepeatObjectAlong
19.581,0.000,0.150,-4.2631,0.0062,RepeatObjectAlong
19.633,0.000,0.150,-4.2634,0.0060,RepeatObjectAlong
19.683,0.000,0.150,-4.2636,0.0019,RepeatObjectAlong
19.732,0.000,0.150,-4.2639,0.0012,RepeatObjectAlong
19.783,0.000,0.150,-4.2643,0.0057,RepeatObjectAlong
19.834,0.000,0.150,-4.2646,0.0026,RepeatObjectAlong
19.884,0.000,0.150,-4.2649,0.0018,RepeatObjectAlong
19.934,0.000,0.150,-4.2654,0.0089,RepeatObjectAlong
19.982,0.000,0.150,-4.2655,0.0022,RepeatObjectAlong
20.033,0.000,0.150,-4.2658,0.0029,RepeatObjectAlong
20.084,0.000,0.150,-4.2661,0.0035,RepeatObjectAlong
20.134,0.000,0.150,-4.2664,0.0060,RepeatObjectAlong
20.182,0.000,0.150,-4.2665,0.0008,RepeatObjectAlong
20.232,0.000,0.150,-4.2667,0.0009,RepeatObjectAlong
20.285,0.000,0.150,-4.2671,0.0053,RepeatObjectAlong
20.336,0.000,0.150,-4.2673,0.0045,RepeatObjectAlong
20.383,0.000,0.150,-4.2676,0.0016,RepeatObjectAlong
20.433,0.000,0.150,-4.2679,0.0065,RepeatObjectAlong
20.484,0.000,0.150,-4.2684,0.0026,RepeatObjectAlong
20.520,0.000,0.150,-4.2689,0.0042,RepeatObjectAlong
20.571,0.000,0.150,-4.2692,0.0050,RepeatObjectAlong
20.621,0.000,0.150,-4.2697,0.0045,RepeatObjectAlong
20.670,0.000,0.150,-4.2699,0.0033,RepeatObjectAlong
20.718,0.000,0.150,-4.2701,0.0013,RepeatObjectAlong
20.768,0.000,0.150,-4.2706,0.0034,RepeatObjectAlong
20.821,0.000,0.150,-4.2710,0.0024,RepeatObjectAlong
20.869,0.000,0.150,-4.2714,0.0028,RepeatObjectAlong
20.919,0.000,0.150,-4.2719,0.0046,RepeatObjectAlong
20.971,0.000,0.150,-4.2723,0.0018,RepeatObjectAlong
21.020,0.000,0.150,-4.2726,0.0069,RepeatObjectAlong
21.071,0.000,0.150,-4.2733,0.0089,RepeatObjectAlong
21.121,0.000,0.150,-4.2736,0.0050,RepeatObjectAlong
21.170,0.000,0.150,-4.2739,0.0039,RepeatObjectAlong
21.219,0.000,0.150,-4.2742,0.0051,RepeatObjectAlong
21.271,0.000,0.150,-4.2745,0.0053,RepeatObjectAlong
21.321,0.000,0.150,-4.2747,0.0020,RepeatObjectAlong
21.371,0.000,0.150,-4.2749,0.0063,RepeatObjectAlong
21.423,0.000,0.150,-4.2755,0.0064,RepeatObjectAlong
21.476,0.000,0.150,-4.2758,0.0036,RepeatObjectAlong
21.526,0.000,0.150,-4.2763,0.0050,RepeatObjectAlong
21.574,0.000,0.150,-4.2770,0.0064,RepeatObjectAlong
21.626,0.000,0.150,-4.2774,0.0039,RepeatObjectAlong
21.675,0.000,0.150,-4.2779,0.0015,RepeatObjectAlong
21.726,0.000,0.150,-4.2783,0.0054,RepeatObjectAlong
21.776,0.000,0.150,-4.2786,0.0024,RepeatObjectAlong
21.827,0.000,0.150,-4.2791,0.0024,RepeatObjectAlong
21.875,0.000,0.150,-4.2793,0.0016,RepeatObjectAlong
21.926,0.000,0.150,-4.2796,0.0025,RepeatObjectAlong
21.976,0.000,0.150,-4.2802,0.0070,RepeatObjectAlong
22.026,0.000,0.150,-4.2808,0.0029,RepeatObjectAlong
22.075,0.000,0.150,-4.2814,0.0086,RepeatObjectAlong
22.126,0.000,0.150,-4.2816,0.0025,RepeatObjectAlong
22.175,0.000,0.150,-4.2822,0.0051,RepeatObjectAlong
22.226,0.000,0.150,-4.2829,0.0050,RepeatObjectAlong
22.276,0.000,0.150,-4.2832,0.0010,RepeatObjectAlong
22.325,0.000,0.150,-4.2834,0.0025,RepeatObjectAlong
22.376,0.000,0.150,-4.2838,0.0037,RepeatObjectAlong
22.426,0.000,0.150,-4.2843,0.0026,RepeatObjectAlong
22.478,0.000,0.150,-4.2849,0.0041,RepeatObjectAlong
22.530,0.000,0.150,-4.2855,0.0062,RepeatObjectAlong
22.577,0.000,0.150,-4.2860,0.0042,RepeatObjectAlong
22.628,0.000,0.150,-4.2862,0.0008,RepeatObjectAlong
22.681,0.000,0.150,-4.2869,0.0036,RepeatObjectAlong
22.728,0.000,0.150,-4.2875,0.0075,RepeatObjectAlong
22.780,0.000,0.150,-4.2877,0.0048,RepeatObjectAlong
22.829,0.000,0.150,-4.2884,0.0070,RepeatObjectAlong
22.880,0.000,0.150,-4.2892,0.0058,RepeatObjectAlong
22.927,0.000,0.150,-4.2898,0.0021,RepeatObjectAlong
22.979,0.000,0.150,-4.2902,0.0053,RepeatObjectAlong
23.028,0.000,0.150,-4.2906,0.0025,RepeatObjectAlong
23.079,0.000,0.150,-4.2911,0.0039,RepeatObjectAlong
23.129,0.000,0.150,-4.2914,0.0011,RepeatObjectAlong
23.180,0.000,0.150,-4.2919,0.0055,RepeatObjectAlong
23.229,0.000,0.150,-4.2923,0.0022,RepeatObjectAlong
23.281,0.000,0.150,-4.2927,0.0016,RepeatObjectAlong
23.330,0.000,0.150,-4.2933,0.0104,RepeatObjectAlong
