cte_true,mc_mean,mc_std
-0.10330,-3.64554,0.46789
-0.12110,-3.27020,0.43624
-0.14031,-2.44028,0.74069
-0.16106,-2.95053,0.54591
-0.18324,-3.12430,0.66214
-0.20655,-2.98380,0.58114
-0.23096,-2.78169,0.69731
-0.25658,-2.94947,0.60348
-0.28343,-2.78666,0.53844
-0.31031,-2.44657,0.51119
-0.33749,-3.18287,0.65473
-0.36482,-3.24390,0.56427
-0.39216,-2.80714,0.49213
-0.41885,-2.45562,0.93404
-0.44435,-2.96627,0.59510
-0.46841,-2.27254,0.73141
-0.49117,-2.73478,0.73667
-0.51143,-2.50131,0.54706
-0.52884,-2.61210,0.77799
-0.54313,-3.01676,0.48890
-0.55396,-3.30126,0.58051
-0.56114,-3.06393,0.46771
-0.57283,-3.15652,0.55257
-0.56636,-2.94254,0.61443
-0.55509,-3.32919,0.72208
-0.53910,-3.66492,0.60670
-0.51848,-3.86363,0.58047
-0.49354,-3.81966,0.56037
-0.46371,-3.74249,0.55486
-0.43143,-4.30190,0.53496
-0.39615,-3.87045,0.51010
-0.35847,-3.66054,0.57904
-0.31885,-3.81043,0.77239
-0.27424,-3.57276,0.51059
-0.23727,-3.85945,0.64196
-0.20155,-3.89468,0.56327
-0.16767,-3.83162,0.60506
-0.13656,-3.65357,0.63570
-0.10541,-3.73108,0.57823
-0.08851,-3.30411,0.48835
-0.07749,-3.35396,0.66088
-0.07264,-3.44617,0.57748
-0.07385,-3.40827,0.40635
-0.08286,-3.44356,0.56940
-0.09875,-3.41405,0.51311
-0.12133,-3.45979,0.51337
-0.15002,-3.73572,0.51544
-0.18565,-4.01159,0.61070
-0.21787,-3.56320,0.56019
-0.25364,-3.66274,0.56781
-0.29178,-3.44963,0.49250
-0.33360,-3.22660,0.53658
-0.35677,-3.28193,0.45496
-0.37836,-3.34899,0.54321
-0.39771,-3.86641,0.56346
-0.41292,-3.57593,0.41118
-0.40335,-3.64714,0.56798
-0.38908,-3.27935,0.41103
-0.38930,-3.30287,0.43836
-0.33661,-3.52425,0.51303
-0.28042,-3.49300,0.59579
-0.22258,-3.61443,0.60167
-0.17053,-3.94651,0.75574
-0.08790,-4.37453,0.75359
-0.01065,-4.40209,0.67553
0.03611,-4.48736,0.80847
0.12202,-4.80152,0.72893
0.19145,-4.74001,1.18363
