cte_true,mc_mean,mc_std
0.06567,0.08040,0.10186
0.13018,0.02685,0.09659
0.17748,0.09372,0.12208
0.20596,0.30385,0.14492
0.21531,0.31059,0.16003
0.20464,0.12141,0.09695
0.17453,0.09491,0.09937
0.12633,0.07812,0.09985
0.06108,-0.00671,0.12394
-0.01764,-0.05933,0.09274
-0.10683,-0.01379,0.08152
-0.20488,-0.15237,0.13582
-0.30821,-0.34336,0.15279
-0.41101,-0.47266,0.17732
-0.51140,-0.60168,0.14325
-0.60549,-0.62365,0.10035
-0.68922,-0.68927,0.15563
-0.75731,-0.83831,0.21164
-0.80728,-0.85367,0.18731
-0.83841,-0.92585,0.19617
-0.84906,-0.75948,0.17913
-0.83824,-0.80221,0.15897
-0.80669,-0.71491,0.16482
-0.75526,-0.75987,0.10618
-0.68576,-0.66877,0.16126
-0.60199,-0.66443,0.17695
-0.50555,-0.51494,0.14280
-0.39981,-0.52136,0.18445
-0.29058,-0.53921,0.14223
-0.18072,-0.35296,0.15162
-0.07347,-0.18299,0.14287
0.02699,-0.27995,0.22188
0.11551,-0.10202,0.10836
0.18832,0.21289,0.16411
0.24320,0.71751,0.18724
0.27771,0.84810,0.18676
0.28982,0.66724,0.16444
0.27906,0.38495,0.20856
0.34023,0.11999,0.11795
0.15942,-0.03409,0.08169
-0.04167,-0.21098,0.09869
-0.25291,-0.35399,0.11437
-0.30098,-0.56620,0.19307
-0.62257,-0.72930,0.16470
-0.93904,-0.99856,0.25235
-1.23672,-1.22166,0.27392
-1.50661,-1.42702,0.30616
-1.73781,-1.70311,0.22724
-1.77197,-2.05311,0.25451
-2.04203,-2.23233,0.23444
-2.27991,-2.57299,0.31412
-2.48436,-2.93581,0.46242
-2.65440,-3.09560,0.52041
-2.78927,-3.10094,0.33410
-2.70401,-3.12568,0.52867
-2.88714,-3.14385,0.33454
-3.03607,-3.00006,0.40987
-3.15016,-3.23998,0.49240
-3.22898,-3.53669,0.56562
-3.27234,-3.36411,0.55075
-3.05681,-3.21641,0.44265
-3.15182,-3.25891,0.45957
-3.21204,-3.48353,0.59938
-3.23738,-3.63493,0.44710
-3.22789,-3.52196,0.46498
-3.18389,-3.04483,0.43680
-3.10586,-2.82849,0.40063
-2.85185,-3.00073,0.46411
-2.82658,-2.75345,0.52064
-2.76750,-2.70079,0.64040
-2.67517,-2.78468,0.50375
-2.55031,-2.74470,0.47261
-2.39382,-2.45562,0.51226
-2.03313,-2.19947,0.47190
-1.92784,-1.84937,0.36236
-1.79081,-1.61149,0.36098
-1.62298,-1.09285,0.20473
-1.42546,-0.99147,0.26027
-1.19950,-0.71684,0.12363
-0.76802,-0.71022,0.23401
-0.60331,-0.13318,0.12508
-0.43550,0.08506,0.08901
-0.26574,0.26388,0.19163
-0.09652,0.28209,0.14190
0.06663,0.28792,0.13433
0.29215,0.36523,0.15893
0.30526,0.28043,0.15313
0.29545,0.13437,0.10786
0.26610,0.17464,0.13972
0.21869,0.09990,0.11519
0.15490,0.11753,0.12685
0.07629,0.13630,0.13326
-0.01447,0.01617,0.05680
-0.11443,-0.04960,0.10806
-0.21951,-0.10400,0.14864
-0.32659,-0.33882,0.16657
-0.43331,-0.44206,0.12935
-0.53598,-0.61032,0.18214
-0.62989,-0.71620,0.18588
-0.71219,-0.79954,0.18473
-0.78097,-0.94572,0.17345
-0.83353,-1.08274,0.18864
-0.86737,-0.99926,0.19771
-0.88211,-0.88387,0.15851
-0.87729,-0.84332,0.19599
-0.85296,-0.71980,0.16619
-0.81030,-0.73113,0.21027
-0.75017,-0.74575,0.13832
-0.67562,-0.63370,0.15115
-0.58788,-0.63641,0.11957
-0.49124,-0.49042,0.13591
-0.38893,-0.26530,0.20495
-0.28234,-0.15149,0.12528
-0.17505,-0.02279,0.09719
-0.07285,0.12337,0.10408
0.02102,0.13253,0.12410
0.10524,0.21233,0.12320
0.17475,0.25391,0.16840
0.22723,0.11097,0.10429
0.26116,0.23851,0.14764
0.27612,0.30854,0.15045
0.27100,0.12024,0.12580
0.24623,0.10397,0.11777
0.20247,0.08485,0.07908
0.14116,0.03471,0.08666
0.06545,-0.01337,0.09095
-0.02210,-0.12814,0.11359
-0.11862,-0.21766,0.12525
-0.22255,-0.21501,0.12619
-0.32854,-0.33474,0.13453
-0.43301,-0.45208,0.16824
-0.53447,-0.42305,0.12865
-0.62906,-0.60310,0.14684
-0.71122,-0.66203,0.15702
-0.69460,-0.84546,0.14630
-0.82502,-1.13206,0.28164
-0.93892,-0.91393,0.15365
-1.02984,-0.89755,0.16644
-1.09451,-1.02884,0.16174
-1.06196,-1.17527,0.25041
-1.14992,-1.06283,0.17001
-1.21036,-1.00257,0.21985
-1.23890,-1.18672,0.25275
-1.23553,-1.10637,0.19943
-1.14219,-1.20155,0.24302
-1.15754,-1.08828,0.26348
-1.14636,-1.04388,0.25115
-1.10654,-0.97750,0.21103
-1.03970,-0.94066,0.21727
-0.90210,-0.97383,0.27066
-0.87023,-0.83470,0.12935
-0.82079,-0.64673,0.18091
-0.75341,-0.49120,0.16878
-0.56552,-0.43302,0.16018
-0.55318,-0.36806,0.16211
-0.53470,-0.09114,0.13982
-0.50802,-0.15605,0.14113
-0.47379,-0.17435,0.16954
-0.36087,-0.17014,0.15178
-0.39806,-0.08048,0.11260
-0.43440,-0.24189,0.20197
-0.46628,-0.43930,0.23307
-0.49234,-0.42565,0.16949
-0.47603,-0.79385,0.17175
-0.56828,-0.88931,0.17713
-0.65330,-0.91346,0.17908
-0.72620,-0.98250,0.18313
-0.78471,-0.87498,0.18864
-0.82658,-0.94414,0.23640
-0.84963,-0.87524,0.20328
-0.85307,-0.77526,0.16160
-0.83694,-0.90045,0.16702
-0.80171,-1.05558,0.25367
-0.74883,-0.87953,0.17812
-0.68020,-0.74030,0.17790
-0.59724,-0.69105,0.14963
-0.52797,-0.71314,0.18833
-0.38635,-0.54396,0.15911
-0.24056,-0.12921,0.12692
-0.09611,-0.17509,0.14075
-0.00055,0.21285,0.10306
0.16749,0.15054,0.13643
0.32073,0.12445,0.10328
0.45493,0.31239,0.14753
