cte_true,mc_mean,mc_std,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9
-0.88347,-0.78078,0.11473,-0.81722,-0.64932,-0.85088,-0.85063,-0.71679,-0.73427,-1.04247,-0.70607,-0.68564,-0.75449
-0.67278,-0.50717,0.11389,-0.65688,-0.35603,-0.56136,-0.38617,-0.57004,-0.57826,-0.51868,-0.59947,-0.31781,-0.52698
-0.43317,-0.24396,0.06040,-0.36594,-0.23026,-0.21126,-0.30270,-0.18606,-0.22657,-0.19218,-0.30113,-0.18376,-0.23972
-0.17551,-0.10234,0.12461,-0.36728,-0.18384,-0.04190,-0.05823,-0.02102,-0.02731,0.04425,-0.22990,-0.11957,-0.01861
0.08560,0.16086,0.12185,-0.04983,0.02387,0.19775,0.15472,0.25135,0.21530,0.38455,0.20468,0.08661,0.13959
0.33918,0.33692,0.11476,0.28046,0.31899,0.28985,0.53703,0.40112,0.23059,0.51260,0.29820,0.32060,0.17977
0.57012,0.65722,0.19304,0.48529,0.61884,0.71318,1.06425,0.57481,0.47717,0.90222,0.47003,0.64078,0.62567
0.75947,0.70221,0.19628,0.51509,0.60620,0.76511,1.16134,0.65979,0.61706,0.85700,0.46992,0.69489,0.67572
0.89303,0.79584,0.15387,0.64940,0.74220,0.93641,0.96362,0.79329,0.63457,1.04922,0.58347,0.75103,0.85516
0.96024,0.69689,0.13186,0.51979,0.69121,0.89608,0.84494,0.64807,0.56731,0.83521,0.53989,0.71194,0.71442
0.95614,0.74136,0.14941,0.54422,0.77244,0.91928,0.94392,0.61484,0.63616,0.76424,0.54843,0.78024,0.88986
0.87945,0.60425,0.17466,0.48818,0.75666,0.91662,0.67381,0.49916,0.35905,0.51771,0.43900,0.77545,0.61690
0.73372,0.51696,0.16754,0.46248,0.71165,0.67623,0.53026,0.41698,0.24246,0.62294,0.43608,0.73828,0.33229
0.52666,0.25406,0.11283,0.14330,0.25562,0.41343,0.17217,0.27395,0.14064,0.22366,0.31988,0.45334,0.14462
0.26699,0.05368,0.12097,0.03805,0.07713,0.28841,0.07698,-0.06046,-0.12688,-0.01577,0.20631,0.02163,0.03141
-0.03307,-0.15461,0.07734,-0.07695,-0.22800,-0.10845,-0.10940,-0.21617,-0.29934,-0.17289,-0.04796,-0.17134,-0.11563
-0.35718,-0.53900,0.09370,-0.39406,-0.56547,-0.56221,-0.50944,-0.60006,-0.58802,-0.68232,-0.37630,-0.58900,-0.52314
-0.69014,-0.85472,0.08388,-0.81197,-0.88657,-0.95499,-0.82309,-0.82004,-1.00366,-0.92814,-0.78680,-0.75395,-0.77801
-1.01551,-1.11039,0.10101,-0.99154,-1.12207,-1.18934,-1.23112,-1.09758,-1.23020,-1.21104,-0.97646,-1.01392,-1.04065
-1.31813,-1.38281,0.13257,-1.24224,-1.37784,-1.42217,-1.39631,-1.63762,-1.48752,-1.48044,-1.19375,-1.28810,-1.30207
-1.57727,-1.55653,0.18333,-1.44609,-1.72576,-1.58410,-1.45733,-1.94170,-1.68854,-1.53516,-1.32937,-1.44404,-1.41320
-1.77109,-1.66206,0.17026,-1.60110,-1.74545,-1.70361,-1.52314,-2.01968,-1.80654,-1.66640,-1.41778,-1.52834,-1.60856
-1.89130,-1.75031,0.14395,-1.78366,-1.70911,-1.84355,-1.57810,-2.05589,-1.84375,-1.72856,-1.73237,-1.56257,-1.66559
-1.93862,-1.56905,0.14992,-1.41516,-1.36965,-1.74065,-1.48723,-1.68908,-1.80844,-1.66574,-1.58352,-1.46683,-1.46421
-1.91261,-1.56247,0.13825,-1.41823,-1.43309,-1.74562,-1.38367,-1.65426,-1.72621,-1.62730,-1.66224,-1.42307,-1.55104
-1.75930,-1.49979,0.17759,-1.35348,-1.30470,-1.67001,-1.38237,-1.63339,-1.85479,-1.58808,-1.44177,-1.39078,-1.37851
-1.70216,-1.22323,0.16203,-1.15166,-1.11690,-1.46712,-1.33020,-1.05270,-1.44668,-1.35578,-1.18289,-1.05550,-1.07290
-1.57353,-1.24463,0.13902,-1.33734,-1.17056,-1.54112,-1.23667,-1.31453,-1.29238,-1.25805,-1.08394,-1.11594,-1.09572
-1.37545,-0.95439,0.13683,-1.09049,-0.85072,-1.21127,-0.92415,-0.93392,-0.90036,-1.06701,-0.79406,-0.98901,-0.78291
-1.10548,-0.65870,0.16700,-0.91567,-0.43079,-0.84028,-0.71451,-0.71993,-0.65061,-0.69928,-0.46690,-0.71687,-0.43217
-0.89587,-0.45345,0.15343,-0.69724,-0.24663,-0.57677,-0.59866,-0.49910,-0.42097,-0.36370,-0.42496,-0.49691,-0.20961
-0.64345,-0.17580,0.20481,-0.48922,-0.13394,-0.23566,-0.18298,-0.42914,0.19787,-0.16879,-0.27691,-0.09394,0.05471
-0.29826,0.30828,0.50373,-0.55256,0.77625,0.20402,0.49310,-0.23354,0.56519,1.14589,-0.02079,0.12314,0.58204
-0.11114,-0.41894,1.79281,-1.37596,1.24253,0.72166,1.71188,-2.87508,1.02401,0.52175,-2.58912,0.16335,-2.73442
0.07399,-1.45531,1.53037,-1.56817,-2.12497,-0.99197,-0.78969,-3.18351,1.30992,-1.30129,-3.06851,0.41249,-3.24739
0.25054,-1.34137,1.43751,-1.35229,-1.49270,-1.65012,-2.09105,-2.39891,1.11356,-1.05476,-2.86501,1.16448,-2.78688
0.36753,0.45247,0.23674,0.09626,0.54881,0.17341,0.36493,0.53970,0.73583,0.56805,0.39910,0.83203,0.26663
