cte_true,mc_mean,mc_std,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9
-0.91257,-0.60215,0.22229,-0.35056,-0.81294,-0.55412,-0.48466,-0.19673,-0.87914,-0.82421,-0.76858,-0.54934,-0.60119
-0.63532,-0.67472,0.23005,-0.50434,-0.74121,-0.69848,-0.55352,-0.22780,-1.02115,-0.99806,-0.70478,-0.67193,-0.62590
-0.64230,-0.66914,0.24178,-0.49403,-0.70412,-0.75406,-0.56393,-0.21027,-1.02798,-1.03194,-0.62946,-0.66491,-0.61072
-0.64686,-0.71798,0.26350,-0.70226,-0.67460,-0.69573,-0.69020,-0.19423,-1.05983,-1.17215,-0.75571,-0.58259,-0.65253
-0.64337,-0.38449,0.25821,-0.44280,-0.49248,-0.02170,-0.23404,-0.02510,-0.72767,-0.76037,-0.31523,-0.27836,-0.54712
-0.63139,-0.20052,0.23278,-0.05923,-0.43012,0.17354,-0.08525,0.05840,-0.44103,-0.53853,-0.16222,-0.17660,-0.34413
-0.61126,-0.34902,0.26538,-0.35885,-0.55781,0.03182,-0.21365,0.00709,-0.66351,-0.74889,-0.28219,-0.21668,-0.48750
-0.42804,-0.41404,0.27866,-0.36577,-0.76286,-0.02551,-0.35308,-0.02119,-0.73185,-0.74706,-0.33861,-0.24285,-0.55166
-0.49752,-0.48550,0.28686,-0.42225,-0.83743,-0.18685,-0.54334,-0.04604,-0.79574,-0.87762,-0.29063,-0.30028,-0.55478
-0.56652,-0.49433,0.28881,-0.48466,-0.69477,-0.25652,-0.38057,-0.06348,-0.89583,-0.94062,-0.35243,-0.25245,-0.62203
-0.63033,-0.39625,0.24867,-0.52122,-0.47239,-0.21906,-0.20807,-0.03496,-0.67786,-0.84154,-0.29291,-0.19772,-0.49677
-0.68619,-0.24167,0.24699,-0.37358,-0.37597,0.07090,-0.14946,0.05246,-0.39526,-0.74555,-0.16501,-0.05241,-0.28280
-0.73226,-0.30281,0.27605,-0.50481,-0.52086,0.11451,-0.14327,0.04130,-0.53969,-0.72451,-0.29199,-0.09786,-0.36091
-0.65285,-0.38343,0.33350,-0.48388,-0.73880,0.00643,-0.08207,0.06429,-0.67288,-0.86716,-0.49892,-0.09474,-0.46660
-0.78057,-0.50742,0.36656,-0.49334,-0.90149,-0.42373,-0.08322,0.06252,-0.71396,-0.95631,-0.86000,-0.10191,-0.60281
-0.89953,-0.65397,0.45171,-0.61120,-1.19011,-0.49958,-0.16815,-0.17934,-0.78621,-1.09027,-1.26550,0.02789,-0.77727
-1.00427,-0.71150,0.49270,-0.62855,-1.24082,-0.79428,-0.09885,-0.14113,-0.86107,-1.18956,-1.31869,0.02722,-0.86931
